医薬品コード,名称,薬価基準収載医薬品コード
622216301,アムロジピンＯＤ錠１０ｍｇ「ＮＰ」,2171022F6071
622219501,アムロジピン錠１０ｍｇ「サワイ」,2171022F5180
622219601,アムロジピンＯＤ錠１０ｍｇ「サワイ」,2171022F6128
622221101,アムロジピン錠１０ｍｇ「科研」,2171022F5156
622221501,アムロジピンＯＤ錠１０ｍｇ「ＴＣＫ」,2171022F6080
622224601,ミカムロ配合錠ＢＰ,2149117F2021
622230401,アゼルニジピン錠８ｍｇ「日医工」,2149043F1135
622230501,アゼルニジピン錠１６ｍｇ「日医工」,2149043F2131
622233401,アゼルニジピン錠８ｍｇ「ＹＤ」,2149043F1089
622233501,アゼルニジピン錠１６ｍｇ「ＹＤ」,2149043F2085
622233601,アムロジピン錠１０ｍｇ「ＹＤ」,2171022F5318
622234501,アムロジピン錠１０ｍｇ「オーハラ」,2171022F5334
622236201,アゼルニジピン錠８ｍｇ「トーワ」,2149043F1127
622236301,アゼルニジピン錠１６ｍｇ「トーワ」,2149043F2123
622239501,アムロジピン錠１０ｍｇ「ＤＳＥＰ」,2171022F5253
622240001,アゼルニジピン錠８ｍｇ「ＫＯＧ」,2149043F1054
622240101,アゼルニジピン錠１６ｍｇ「ＫＯＧ」,2149043F2050
622241101,アゼルニジピン錠８ｍｇ「テバ」,2149043F1119
622241201,アゼルニジピン錠１６ｍｇ「テバ」,2149043F2115
622242401,アバプロ錠２００ｍｇ,2149046F3026
622243401,アゼルニジピン錠８ｍｇ「タナベ」,2149043F1100
622243501,アゼルニジピン錠１６ｍｇ「タナベ」,2149043F2107
622243801,アムロジピン錠１０ｍｇ「ＢＭＤ」,2171022F5237
622247001,アゼルニジピン錠８ｍｇ「ＦＦＰ」,2149043F1038
622247101,アゼルニジピン錠１６ｍｇ「ＦＦＰ」,2149043F2034
622248901,アムロジピン錠１０ｍｇ「Ｆ」,2171022F5261
622249501,イルベタン錠２００ｍｇ,2149046F3034
622249601,アムロジピン錠１０ｍｇ「ＱＱ」,2171022F5288
622249701,アムロジピン錠１０ｍｇ「ＴＹＫ」,2171022F5300
622249801,アムロジピン錠１０ｍｇ「タイヨー」,2171022F5342
622251401,アゼルニジピン錠８ｍｇ「ケミファ」,2149043F1097
622251501,アゼルニジピン錠１６ｍｇ「ケミファ」,2149043F2093
622253701,アゼルニジピン錠８ｍｇ「ＴＣＫ」,2149043F1070
622253801,アゼルニジピン錠１６ｍｇ「ＴＣＫ」,2149043F2077
622253901,アムロジピン錠１０ｍｇ「ＴＣＫ」,2171022F5296
622255401,ディオバンＯＤ錠２０ｍｇ,2149041F5026
622255501,ディオバンＯＤ錠４０ｍｇ,2149041F6022
622255601,ディオバンＯＤ錠８０ｍｇ,2149041F7029
622255701,ディオバンＯＤ錠１６０ｍｇ,2149041F8025
622257701,アムロジピン錠１０ｍｇ「ＣＨ」,2171022F5245
622257801,アゼルニジピン錠８ｍｇ「ＪＧ」,2149043F1046
622257901,アゼルニジピン錠１６ｍｇ「ＪＧ」,2149043F2042
622258201,アゼルニジピン錠８ｍｇ「ＮＰ」,2149043F1062
622258301,アゼルニジピン錠１６ｍｇ「ＮＰ」,2149043F2069
622260701,アムロジピン錠１０ｍｇ「ＪＧ」,2171022F5270
622260901,アムロジピン錠１０ｍｇ「イセイ」,2171022F5326
622261701,アムロジピン錠１０ｍｇ「フソー」,2171022F5350
622264101,ビソノテープ４ｍｇ,2149700S1027
622264201,ビソノテープ８ｍｇ,2149700S2023
622267201,イルトラ配合錠ＨＤ,2149119F2020
622267301,イルトラ配合錠ＬＤ,2149119F1024
622267901,ビソプロロールフマル酸塩錠０．６２５ｍｇ「ＺＥ」,2123016F3053
622269701,アムロジピンＯＤ錠１０ｍｇ「ＹＤ」,2171022F6209
622271001,ビソプロロールフマル酸塩錠０．６２５ｍｇ「日医工」,2123016F3088
622272201,カルデナリンＯＤ錠０．５ｍｇ,2149026F5021
622272301,カルデナリンＯＤ錠１ｍｇ,2149026F6028
622272401,カルデナリンＯＤ錠２ｍｇ,2149026F7024
622273501,カルデナリンＯＤ錠４ｍｇ,2149026F8020
622279501,プレミネント配合錠ＨＤ,2149110F2020
622280101,ヒドロクロロチアジドＯＤ錠１２．５ｍｇ「トーワ」,2132004F3025
622282601,アムロジピンＯＤ錠１０ｍｇ「ＮＳ」,2171022F6187
622284001,アムロジピンＯＤ錠１０ｍｇ「テバ」,2171022F6233
622284101,アムロジピンＯＤ錠１０ｍｇ「ＴＹＫ」,2171022F6195
622284601,ビソプロロールフマル酸塩錠０．６２５ｍｇ「テバ」,2123016F3070
622284801,アテレック錠２０　２０ｍｇ,2149037F3027
622285601,アムロジピンＯＤ錠１０ｍｇ「明治」,2171022F6250
622287301,アムロジピンＯＤ錠１０ｍｇ「ケミファ」,2171022F6225
622288501,アムロジピンＯＤ錠１０ｍｇ「ＪＧ」,2171022F6179
622289401,ウェルビー錠０．６２５ｍｇ,2123016F3045
622290901,アムロジピンＯＤ錠１０ｍｇ「ＣＨ」,2171022F6160
622296701,ビソプロロールフマル酸塩錠０．６２５ｍｇ「サワイ」,2123016F3061
622296801,ビソプロロールフマル酸塩錠０．６２５ｍｇ「日新」,2123016F3096
622298501,アムロジピンＯＤ錠１０ｍｇ「科研」,2171022F6217
622301601,アムロジピンＯＤ錠１０ｍｇ「フソー」,2171022F6241
640432013,ペルジピン注射液２５ｍｇ　２５ｍＬ,2149400A3020
642130019,アレリックス６ｍｇ注,2139402A1020
642140004,レセルピン注射液　０．０３％１ｍＬ,2143400A1015
642140005,レセルピン注射液　０．０５％１ｍＬ,2143400A2011
642140006,レセルピン注射液　０．１％１ｍＬ,2143400A3018
642140021,注射用ヒドララジン塩酸塩　２０ｍｇ,2142400D1014
642140022,ペルジピン注射液２ｍｇ　２ｍＬ,2149400A1027
642140023,ペルジピン注射液１０ｍｇ　１０ｍＬ,2149400A2023
642140026,アポプロン注０．３ｍｇ　０．０３％１ｍＬ,2143400A1015
642140027,アポプロン注０．５ｍｇ　０．０５％１ｍＬ,2143400A2011
642140028,レセルピエム注　０．０５％１ｍＬ,2143400A2011
642140030,アポプロン注１ｍｇ　０．１％１ｍＬ,2143400A3018
620252207,カルテオロール塩酸塩錠５ｍｇ「ＴＣＫ」,2123005F1281
620252208,カルテオロール塩酸塩錠５ｍｇ「トーワ」,2123005F1290
620252210,カルテオロール塩酸塩錠５ｍｇ「ツルハラ」,2123005F1273
620252707,プロプラノロール塩酸塩錠１０ｍｇ「トーワ」,2123008F1285
620252712,プロプラノロール塩酸塩錠１０ｍｇ「ツルハラ」,2123008F1277
620254424,アテノロール錠２５ｍｇ「ＪＧ」,2123011F1015
620254425,アテノロール錠２５ｍｇ「イセイ」,2123011F1015
620254426,アテノロール錠２５ｍｇ「ツルハラ」,2123011F1015
620254501,アテノロール錠５０ｍｇ「イセイ」,2123011F2011
620254522,アテノロール錠５０ｍｇ「ツルハラ」,2123011F2011
620254560,アテノロール錠５０ｍｇ「ＪＧ」,2123011F2011
620263201,トリクロルメチアジド錠２ｍｇ「ＳＮ」,2132003F1478
620263401,トリクロルメチアジド錠２ｍｇ「ツルハラ」,2132003F1435
620263901,トリクロルメチアジド錠２ｍｇ「ＴＣＫ」,2132003F1451
620264101,トリクロルメチアジド錠２ｍｇ「トーワ」,2132003F1460
620266112,スピロノラクトン錠２５ｍｇ「ＴＣＫ」,2133001F1018
620266119,スピロノラクトン錠２５ｍｇ「ＮＰ」,2133001F1018
620266148,スピロノラクトン錠２５ｍｇ「杏林」,2133001F1018
620269703,フロセミド錠２０ｍｇ「武田テバ」,2139005F1109
620269833,フロセミド錠４０ｍｇ「武田テバ」,2139005F2466
620270703,アゾセミド錠６０ｍｇ「ＪＧ」,2139008F1064
620272102,フロセミド注２０ｍｇ「武田テバ」,2139401A2226
620273914,１０％アプレゾリン散「ＳＵＮ」,2142004B2015
620281304,アラセプリル錠１２．５ｍｇ「ＪＧ」,2144003F1100
620282504,アラセプリル錠２５ｍｇ「ＪＧ」,2144003F2246
620282601,アラセプリル錠２５ｍｇ「サワイ」,2144003F2238
620290102,メトプロロール酒石酸塩錠２０ｍｇ「テバ」,2149010F1190
620290111,メトプロロール酒石酸塩錠２０ｍｇ「ＪＧ」,2149010F1181
620317401,ニフェジピン細粒１％「ツルハラ」,2171014C1060
620317603,ニフェジピン錠１０ｍｇ「ツルハラ」,2171014F1113
620318401,ニフェジピンＬ錠１０ｍｇ「ＺＥ」,2171014G1305
620318901,ニフェジピンＬ錠１０ｍｇ「アメル」,2171014G1291
620319101,ニフェジピンＬ錠１０ｍｇ「三和」,2171014G1275
620319704,ニフェジピンＬ錠２０ｍｇ「ツルハラ」,2171014G2328
620319901,ニフェジピンＬ錠２０ｍｇ「ＺＥ」,2171014G2344
620320401,ニフェジピンＬ錠２０ｍｇ「アメル」,2171014G2336
620320601,ニフェジピンＬ錠２０ｍｇ「三和」,2171014G2310
620322401,ニフェジピンカプセル１０ｍｇ「ＴＣ」,2171014M2313
620326701,ニトレンジピン錠５ｍｇ「日医工」,2171020F1259
620326801,ニトレンジピン錠５ｍｇ「サワイ」,2171020F1011
620328101,ニトレンジピン錠１０ｍｇ「日医工」,2171020F2255
620328201,ニトレンジピン錠１０ｍｇ「サワイ」,2171020F2018
620348001,ニカルジピン塩酸塩散１０％「トーワ」,2149019B1091
620348401,ニカルジピン塩酸塩錠１０ｍｇ「トーワ」,2149019F1174
620349001,ニカルジピン塩酸塩錠２０ｍｇ「日新」,2149019F2278
620349302,ニカルジピン塩酸塩錠２０ｍｇ「ツルハラ」,2149019F2294
620349501,ニカルジピン塩酸塩錠２０ｍｇ「サワイ」,2149019F2260
620349901,ニカルジピン塩酸塩錠２０ｍｇ「トーワ」,2149019F2308
621243402,エナラプリルマレイン酸塩錠２．５ｍｇ「フソー」,2144002F1350
621243701,エナラプリルマレイン酸塩錠２．５ｍｇ「ＭＥＤ」,2144002F1318
621244502,エナラプリルマレイン酸塩錠５ｍｇ「フソー」,2144002F2403
621244602,エナラプリルマレイン酸塩錠５ｍｇ「日新」,2144002F2390
621244702,エナラプリルマレイン酸塩錠５ｍｇ「ＴＣＫ」,2144002F2411
621245301,エナラプリルマレイン酸塩錠５ｍｇ「ＭＥＤ」,2144002F2365
621245402,エナラプリルマレイン酸塩錠５ｍｇ「ケミファ」,2144002F2373
621245602,エナラプリルマレイン酸塩錠１０ｍｇ「ＴＣＫ」,2144002F3019
621245901,アラセプリル錠２５ｍｇ「日新」,2144003F2254
621246401,リシノプリル錠１０ｍｇ「サワイ」,2144006F2169
621248803,セリプロロール塩酸塩錠１００ｍｇ「ＣＨ」,2149029F1119
621249103,セリプロロール塩酸塩錠２００ｍｇ「ＣＨ」,2149029F2115
621252701,ニフェジピンカプセル５ｍｇ「ＴＣ」,2171014M1171
621252901,ニトレンジピン錠５ｍｇ「ＺＥ」,2171020F1011
621253102,ニトレンジピン錠５ｍｇ「杏林」,2171020F1291
621253301,ニトレンジピン錠１０ｍｇ「ＺＥ」,2171020F2018
621253401,ニトレンジピン錠１０ｍｇ「日新」,2171020F2018
621253602,ニトレンジピン錠１０ｍｇ「杏林」,2171020F2298
621256201,ニカルジピン塩酸塩錠１０ｍｇ「ツルハラ」,2149019F1158
621365736,カプトプリル錠１２．５ｍｇ「ＪＧ」,2144001F1267
621365823,カプトプリル錠２５ｍｇ「ＪＧ」,2144001F2018
621366703,メトプロロール酒石酸塩錠４０ｍｇ「テバ」,2149010F2269
621366720,メトプロロール酒石酸塩錠４０ｍｇ「ＪＧ」,2149010F2250
621400302,ビソプロロールフマル酸塩錠５ｍｇ「テバ」,2123016F2014
621401303,エナラプリルマレイン酸塩錠２．５ｍｇ「杏林」,2144002F1377
621401603,エナラプリルマレイン酸塩錠５ｍｇ「杏林」,2144002F2420
621402202,リシノプリル錠１０ｍｇ「ファイザー」,2144006F2177
621402601,セリプロロール塩酸塩錠１００ｍｇ「トーワ」,2149029F1127
621402701,セリプロロール塩酸塩錠２００ｍｇ「トーワ」,2149029F2123
621469601,ベタキソロール塩酸塩錠５ｍｇ「サワイ」,2149031F1086
621469901,ベタキソロール塩酸塩錠１０ｍｇ「トーワ」,2149031F2104
621470001,ベタキソロール塩酸塩錠１０ｍｇ「サワイ」,2149031F2090
621470501,ニカルジピン塩酸塩注１０ｍｇ「トーワ」　１０ｍＬ,2149400A2163
621470703,ニソルジピン錠５ｍｇ「ＪＧ」,2171019F1019
621471103,ニソルジピン錠１０ｍｇ「ＪＧ」,2171019F2090
621520501,カルベジロール錠１０ｍｇ「テバ」,2149032F1153
621520601,カルベジロール錠２０ｍｇ「テバ」,2149032F2010
621525601,ベナゼプリル塩酸塩錠５ｍｇ「ＴＣＫ」,2144007F2074
621526601,ニルバジピン錠２ｍｇ「トーワ」,2149022F1095
621526703,ニルバジピン錠２ｍｇ「武田テバ」,2149022F1109
621526803,ニルバジピン錠４ｍｇ「武田テバ」,2149022F2121
621530201,トランドラプリル錠１ｍｇ「サワイ」,2144011F2097
621530501,ベナゼプリル塩酸塩錠５ｍｇ「サワイ」,2144007F2066
621573701,エナラプリルマレイン酸塩錠１０ｍｇ「日新」,2144002F3310
621579602,ジルチアゼム塩酸塩徐放カプセル１００ｍｇ「トーワ」,2171006N1164
621621501,ニフェジピンＣＲ錠２０ｍｇ「ＺＥ」,2171014G4118
621621601,ニフェジピンＣＲ錠４０ｍｇ「ＺＥ」,2171014G5114
621622501,ドキサゾシン錠０．５ｍｇ「テバ」,2149026F1239
621622701,ドキサゾシン錠１ｍｇ「テバ」,2149026F2278
621622801,ドキサゾシン錠２ｍｇ「テバ」,2149026F3274
621622901,ドキサゾシン錠４ｍｇ「テバ」,2149026F4220
621629301,シラザプリル錠１ｍｇ「サワイ」,2144005F3063
621630801,マニジピン塩酸塩錠１０ｍｇ「日新」,2149027F2191
621630901,マニジピン塩酸塩錠２０ｍｇ「日新」,2149027F3198
621631501,ドキサゾシン錠１ｍｇ「ＮＳ」,2149026F2260
621631601,ドキサゾシン錠２ｍｇ「ＮＳ」,2149026F3266
621632401,マニジピン塩酸塩錠１０ｍｇ「サワイ」,2149027F2183
621632501,マニジピン塩酸塩錠２０ｍｇ「サワイ」,2149027F3180
621632804,ドキサゾシン錠１ｍｇ「ＪＧ」,2149026F2243
621632904,ドキサゾシン錠２ｍｇ「ＪＧ」,2149026F3240
621633801,ベタキソロール塩酸塩錠５ｍｇ「トーワ」,2149031F1094
621634701,マニジピン塩酸塩錠１０ｍｇ「トーワ」,2149027F2205
621634801,マニジピン塩酸塩錠２０ｍｇ「トーワ」,2149027F3201
621635101,シラザプリル錠１ｍｇ「トーワ」,2144005F3055
621635901,ドキサゾシン錠１ｍｇ「ＴＣＫ」,2149026F2286
621636001,ドキサゾシン錠２ｍｇ「ＴＣＫ」,2149026F3010
621638004,マニジピン塩酸塩錠１０ｍｇ「ＪＧ」,2149027F2175
621638104,マニジピン塩酸塩錠２０ｍｇ「ＪＧ」,2149027F3171
621638801,ドキサゾシン錠１ｍｇ「ＥＭＥＣ」,2149026F2251
621638901,ドキサゾシン錠２ｍｇ「ＥＭＥＣ」,2149026F3258
621671702,フェロジピン錠２．５ｍｇ「武田テバ」,2149035F1050
621671802,フェロジピン錠５ｍｇ「武田テバ」,2149035F2056
621681701,ドキサゾシン錠１ｍｇ「ＭＥＤ」,2149026F2294
621681801,ドキサゾシン錠２ｍｇ「ＭＥＤ」,2149026F3290
621681901,カルベジロール錠１０ｍｇ「ＴＣＫ」,2149032F1145
621682001,カルベジロール錠２０ｍｇ「ＴＣＫ」,2149032F2150
621683601,シラザプリル錠０．５ｍｇ「トーワ」,2144005F2059
621684301,ベナゼプリル塩酸塩錠２．５ｍｇ「ＴＣＫ」,2144007F1060
621684401,ベナゼプリル塩酸塩錠１０ｍｇ「ＴＣＫ」,2144007F3062
621685001,ニルバジピン錠４ｍｇ「トーワ」,2149022F2113
621685401,ニフェジピンＣＲ錠１０ｍｇ「ＺＥ」,2171014G3111
621726901,ベニジピン塩酸塩錠２ｍｇ「テバ」,2171021F1270
621727001,ベニジピン塩酸塩錠４ｍｇ「テバ」,2171021F2292
621736902,ベニジピン塩酸塩錠４ｍｇ「ＮＳ」,2171021F2284
621744701,ドキサゾシン錠０．５ｍｇ「ＴＣＫ」,2149026F1220
621744801,ドキサゾシン錠４ｍｇ「ＴＣＫ」,2149026F4017
621793502,ベニジピン塩酸塩錠２ｍｇ「ＮＳ」,2171021F1261
621793602,ベニジピン塩酸塩錠８ｍｇ「ＮＳ」,2171021F3264
621835001,イミダプリル塩酸塩錠２．５ｍｇ「テバ」,2144008F1200
621835101,イミダプリル塩酸塩錠５ｍｇ「テバ」,2144008F2206
621835201,イミダプリル塩酸塩錠１０ｍｇ「テバ」,2144008F3202
621853103,アムロジピン錠２．５ｍｇ「杏林」,2171022F1444
621853203,アムロジピン錠５ｍｇ「杏林」,2171022F2440
621866501,トランドラプリル錠０．５ｍｇ「サワイ」,2144011F1090
621891001,エナラプリルマレイン酸塩錠１０ｍｇ「ＭＥＤ」,2144002F3280
621934403,アムロジピンＯＤ錠２．５ｍｇ「武田テバ」,2171022F3340
621934503,アムロジピンＯＤ錠５ｍｇ「武田テバ」,2171022F4346
621938302,マニジピン塩酸塩錠５ｍｇ「日新」,2149027F1179
621945602,マニジピン塩酸塩錠５ｍｇ「トーワ」,2149027F1187
621954603,アムロジピンＯＤ錠２．５ｍｇ「杏林」,2171022F3331
621954703,アムロジピンＯＤ錠５ｍｇ「杏林」,2171022F4338
621956403,マニジピン塩酸塩錠５ｍｇ「ＪＧ」,2149027F1152
621960402,マニジピン塩酸塩錠５ｍｇ「サワイ」,2149027F1160
621963902,ニカルジピン塩酸塩錠１０ｍｇ「サワイ」,2149019F1140
621966002,リシノプリル錠５ｍｇ「サワイ」,2144006F1120
621966102,リシノプリル錠２０ｍｇ「サワイ」,2144006F3017
621978502,シラザプリル錠０．２５ｍｇ「トーワ」,2144005F1052
621991702,シラザプリル錠０．２５ｍｇ「サワイ」,2144005F1060
621992502,アラセプリル錠１２．５ｍｇ「サワイ」,2144003F1118
621992602,アラセプリル錠５０ｍｇ「サワイ」,2144003F3099
622013702,ニカルジピン塩酸塩注２ｍｇ「トーワ」　２ｍＬ,2149400A1140
622013802,ニカルジピン塩酸塩注２５ｍｇ「トーワ」　２５ｍＬ,2149400A3089
622025404,エナラプリルマレイン酸塩錠２．５ｍｇ「ケミファ」,2144002F1326
622025504,エナラプリルマレイン酸塩錠１０ｍｇ「ケミファ」,2144002F3299
622029502,アムロジピン錠２．５ｍｇ「クニヒロ」,2171022F1010
622029602,アムロジピン錠５ｍｇ「クニヒロ」,2171022F2017
622031902,エナラプリルマレイン酸塩錠１０ｍｇ「杏林」,2144002F3345
622038702,エナラプリルマレイン酸塩錠１０ｍｇ「フソー」,2144002F3329
622039202,シルニジピン錠５ｍｇ「ＦＦＰ」,2149037F1105
622039302,シルニジピン錠１０ｍｇ「ＦＦＰ」,2149037F2101
622052402,シラザプリル錠０．５ｍｇ「サワイ」,2144005F2067
622054202,ドキサゾシン錠０．５ｍｇ「ＪＧ」,2149026F1204
622058602,ベニジピン塩酸塩錠８ｍｇ「テバ」,2171021F3019
622060402,ビソプロロールフマル酸塩錠２．５ｍｇ「テバ」,2123016F1166
622060702,ドキサゾシン錠４ｍｇ「ＪＧ」,2149026F4203
622063902,ドキサゾシン錠０．５ｍｇ「ＮＳ」,2149026F1212
622064002,ドキサゾシン錠４ｍｇ「ＮＳ」,2149026F4211
622064202,ニカルジピン塩酸塩錠１０ｍｇ「日新」,2149019F1166
622064302,ニトレンジピン錠５ｍｇ「日新」,2171020F1275
622064403,エナラプリルマレイン酸塩錠２．５ｍｇ「日新」,2144002F1342
622064502,アラセプリル錠１２．５ｍｇ「日新」,2144003F1126
622064602,アラセプリル錠５０ｍｇ「日新」,2144003F3110
622067202,エナラプリルマレイン酸塩錠２．５ｍｇ「ＴＣＫ」,2144002F1369
622076902,リシノプリル錠５ｍｇ「ファイザー」,2144006F1138
622077002,リシノプリル錠２０ｍｇ「ファイザー」,2144006F3130
622077702,ニフェジピンＬ錠１０ｍｇ「ツルハラ」,2171014G1283
622080302,ニフェジピンカプセル５ｍｇ「ツルハラ」,2171014M1180
622082702,ジルチアゼム塩酸塩徐放カプセル２００ｍｇ「トーワ」,2171006N2080
622096302,アラセプリル錠５０ｍｇ「ＪＧ」,2144003F3102
622098602,ドキサゾシン錠０．５ｍｇ「ＭＥＤ」,2149026F1247
622098702,ドキサゾシン錠４ｍｇ「ＭＥＤ」,2149026F4246
622100202,ベナゼプリル塩酸塩錠１０ｍｇ「サワイ」,2144007F3054
622100302,ベナゼプリル塩酸塩錠２．５ｍｇ「サワイ」,2144007F1051
622142402,トリクロルメチアジド錠１ｍｇ「トーワ」,2132003F3055
622155002,ロサルタンカリウム錠２５ｍｇ「ＮＰＩ」,2149039F1368
622155102,ロサルタンカリウム錠５０ｍｇ「ＮＰＩ」,2149039F2364
622155202,ロサルタンカリウム錠１００ｍｇ「ＮＰＩ」,2149039F3352
622161502,アゾセミド錠３０ｍｇ「ＪＧ」,2139008F2044
622213802,アムロジピン錠１０ｍｇ「クニヒロ」,2171022F5016
622240002,アゼルニジピン錠８ｍｇ「ＢＭＤ」,2149043F1143
622240102,アゼルニジピン錠１６ｍｇ「ＢＭＤ」,2149043F2140
622284002,アムロジピンＯＤ錠１０ｍｇ「武田テバ」,2171022F6284
622307501,バルサルタン錠２０ｍｇ「オーハラ」,2149041F1179
622307601,バルサルタン錠４０ｍｇ「オーハラ」,2149041F2175
622307701,バルサルタン錠８０ｍｇ「オーハラ」,2149041F3171
622307801,バルサルタン錠１６０ｍｇ「オーハラ」,2149041F4178
622308601,バルサルタン錠２０ｍｇ「ＹＤ」,2149041F1136
622308701,バルサルタン錠４０ｍｇ「ＹＤ」,2149041F2132
622308801,バルサルタン錠８０ｍｇ「ＹＤ」,2149041F3139
622308901,バルサルタン錠１６０ｍｇ「ＹＤ」,2149041F4135
622309101,ロサルヒド配合錠ＬＤ「ＹＤ」,2149110F1163
622309600,アムロジピンベシル酸塩２．５ｍｇ錠,2171022F1010
622309700,アムロジピンベシル酸塩５ｍｇ錠,2171022F2017
622309800,アムロジピンベシル酸塩１０ｍｇ錠,2171022F5016
622312800,カルベジロール２０ｍｇ錠,2149032F2010
622315800,スピロノラクトン２５ｍｇ錠,2133001F1018
622318800,ドキサゾシンメシル酸塩２ｍｇ錠,2149026F3010
622318900,ドキサゾシンメシル酸塩４ｍｇ錠,2149026F4017
622319100,トランドラプリル１ｍｇ錠,2144011F2011
622320100,ニソルジピン５ｍｇ錠,2171019F1019
622321100,ピンドロール５ｍｇ錠,2123009F3010
622323100,ベタキソロール塩酸塩１０ｍｇ錠,2149031F2015
622323500,ベニジピン塩酸塩８ｍｇ錠,2171021F3019
622325000,リシノプリル２０ｍｇ錠,2144006F3017
622325700,ロサルタンカリウム１００ｍｇ錠,2149039F3018
622333602,バルサルタン錠２０ｍｇ「ＢＭＤ」,2149041F1357
622333702,バルサルタン錠４０ｍｇ「ＢＭＤ」,2149041F2353
622333802,バルサルタン錠８０ｍｇ「ＢＭＤ」,2149041F3350
622333902,バルサルタン錠１６０ｍｇ「ＢＭＤ」,2149041F4356
622334002,ロサルヒド配合錠ＬＤ「ＮＰＩ」,2149110F1350
622334301,バルサルタン錠２０ｍｇ「タカタ」,2149041F1241
622334401,バルサルタン錠４０ｍｇ「タカタ」,2149041F2248
622334501,バルサルタン錠８０ｍｇ「タカタ」,2149041F3244
622334601,バルサルタン錠１６０ｍｇ「タカタ」,2149041F4240
622334701,ロサルヒド配合錠ＬＤ「タカタ」,2149110F1244
622334901,バルサルタン錠２０ｍｇ「タナベ」,2149041F1250
622335001,バルサルタン錠４０ｍｇ「タナベ」,2149041F2256
622335101,バルサルタン錠８０ｍｇ「タナベ」,2149041F3252
622335201,バルサルタン錠１６０ｍｇ「タナベ」,2149041F4011
622335501,ロサルヒド配合錠ＬＤ「タナベ」,2149110F1252
622336901,バルサルタン錠２０ｍｇ「トーワ」,2149041F1276
622337001,バルサルタン錠４０ｍｇ「トーワ」,2149041F2272
622337101,バルサルタン錠８０ｍｇ「トーワ」,2149041F3279
622337401,バルサルタン錠２０ｍｇ「ＫＮ」,2149041F1098
622337501,バルサルタン錠４０ｍｇ「ＫＮ」,2149041F2094
622337601,バルサルタン錠８０ｍｇ「ＫＮ」,2149041F3090
622337701,バルサルタン錠１６０ｍｇ「ＫＮ」,2149041F4011
622337901,ロサルヒド配合錠ＬＤ「ＫＮ」,2149110F1112
622338801,バルサルタンＯＤ錠１６０ｍｇ「トーワ」,2149041F8017
622338901,バルサルタンＯＤ錠２０ｍｇ「トーワ」,2149041F5034
622339001,バルサルタンＯＤ錠４０ｍｇ「トーワ」,2149041F6030
622339101,バルサルタンＯＤ錠８０ｍｇ「トーワ」,2149041F7037
622339201,バルサルタン錠１６０ｍｇ「トーワ」,2149041F4275
622339301,ビソプロロールフマル酸塩錠０．６２５ｍｇ「トーワ」,2123016F3100
622339401,ロサルヒド配合錠ＬＤ「トーワ」,2149110F1279
622340402,バルサルタン錠２０ｍｇ「Ｍｅ」,2149041F1365
622340502,バルサルタン錠４０ｍｇ「Ｍｅ」,2149041F2361
622340602,バルサルタン錠８０ｍｇ「Ｍｅ」,2149041F3368
622340702,バルサルタン錠１６０ｍｇ「Ｍｅ」,2149041F4011
622340801,ロサルヒド配合錠ＬＤ「明治」,2149110F1325
622341001,バルサルタン錠２０ｍｇ「ＺＥ」,2149041F1012
622341101,バルサルタン錠４０ｍｇ「ＺＥ」,2149041F2140
622341201,バルサルタン錠８０ｍｇ「ＺＥ」,2149041F3147
622341301,バルサルタン錠１６０ｍｇ「ＺＥ」,2149041F4143
622341401,アジルバ錠１０ｍｇ,2149048F3025
622341701,ザクラス配合錠ＨＤ,2149121F2028
622341801,ザクラス配合錠ＬＤ,2149121F1021
622342101,バルサルタン錠２０ｍｇ「テバ」,2149041F1012
622342201,バルサルタン錠４０ｍｇ「テバ」,2149041F2019
622342301,バルサルタン錠８０ｍｇ「テバ」,2149041F3341
622342401,バルサルタン錠１６０ｍｇ「テバ」,2149041F4011
622342501,ロサルヒド配合錠ＬＤ「テバ」,2149110F1341
622343001,アテディオ配合錠,2149120F1027
622343101,バルサルタン錠２０ｍｇ「日新」,2149041F1012
622343201,バルサルタン錠４０ｍｇ「日新」,2149041F2299
622343301,バルサルタン錠８０ｍｇ「日新」,2149041F3295
622343401,バルサルタン錠１６０ｍｇ「日新」,2149041F4011
622343501,ロサルヒド配合錠ＬＤ「日新」,2149110F1295
622343601,バルサルタン錠２０ｍｇ「ファイザー」,2149041F1314
622343701,バルサルタン錠４０ｍｇ「ファイザー」,2149041F2310
622343801,バルサルタン錠８０ｍｇ「ファイザー」,2149041F3317
622343901,バルサルタン錠１６０ｍｇ「ファイザー」,2149041F4011
622344401,ロサルヒド配合錠ＬＤ「ファイザー」,2149110F1317
622345701,バルサルタン錠２０ｍｇ「杏林」,2149041F1195
622345801,バルサルタン錠４０ｍｇ「杏林」,2149041F2019
622345901,バルサルタン錠８０ｍｇ「杏林」,2149041F3015
622346001,バルサルタン錠１６０ｍｇ「杏林」,2149041F4011
622346101,ロサルヒド配合錠ＬＤ「杏林」,2149110F1015
622346401,バルサルタン錠２０ｍｇ「ＦＦＰ」,2149041F1071
622346501,バルサルタン錠４０ｍｇ「ＦＦＰ」,2149041F2078
622346601,バルサルタン錠８０ｍｇ「ＦＦＰ」,2149041F3074
622346701,バルサルタン錠１６０ｍｇ「ＦＦＰ」,2149041F4011
622346801,ロサルヒド配合錠ＬＤ「ＦＦＰ」,2149110F1090
